run_id,protocol_version,dataset_sha256,run_seed,layout_index,timestamp_utc,entity_id,entity_name,domain,attribute,ratio,n_docs,strategy,prompt_hash,doc_positions,confidence_condition,distribution_request_assigned,inline_confidence_requested,model_slot,model_provider,model_id,returned_model_ids,question,majority_value,minority_value,claim_a_value,claim_b_value,claim_a_side,claim_b_side,response_categories,primary_api_attempts,primary_format_retries,n_samples,n_scored,n_primary_errors,n_primary_format_errors,n_valid_distributions,distribution_compliance,modal_category,modal_count,conflict_mention_count,conflict_mention_rate,abstention_count,abstention_rate,self_consistency,self_consistency_all_samples,modal_tie,modal_answer,inline_distributions,inline_p_majority,inline_p_minority,inline_p_indeterminate,inline_p_sources_conflict,mean_p_majority,mean_p_minority,mean_p_indeterminate,mean_p_sources_conflict,confidence_best_resolution,posthoc_raw_response,primary_reasoning_tokens,posthoc_reasoning_tokens,reasoning_tokens,posthoc_status,posthoc_skipped,posthoc_api_attempts,posthoc_format_retries,posthoc_prompt_tokens,posthoc_completion_tokens,posthoc_error
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T22:08:42.716073+00:00,E001,Corvane Savings Bank,banking,monthly_fee,4:1,5,standard,bebf3a002d4f7088c4ff9dff6928692bdfdc1af4929010176043aa423876575e,"[""MAJ"", ""MAJ"", ""MIN"", ""MAJ"", ""MAJ""]",matched_answer_only_plus_posthoc_control,0,0,deepseek,openrouter,deepseek/deepseek-v4-flash,"[""deepseek/deepseek-v4-flash""]",What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$35,$25,MIN,MAJ,"[""MAJ"", ""MAJ"", ""MAJ""]",3,0,3,3,0,0,0,,MAJ,3,0,0.0,0,0.0,1.0,1.0,0,$25,[],[],[],[],[],,,,,95,"{""confidence_best_resolution"": 95}","[229, 202, 140]",263,834,completed,0,1,0,412,247,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T22:08:42.716205+00:00,E001,Corvane Savings Bank,banking,monthly_fee,4:1,5,standard,bebf3a002d4f7088c4ff9dff6928692bdfdc1af4929010176043aa423876575e,"[""MAJ"", ""MAJ"", ""MIN"", ""MAJ"", ""MAJ""]",matched_answer_only_plus_posthoc_control,0,0,claude,openrouter,anthropic/claude-haiku-4.5,"[""anthropic/claude-haiku-4.5""]",What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$35,$25,MIN,MAJ,"[""MAJ"", ""MAJ"", ""MAJ""]",3,0,3,3,0,0,0,,MAJ,3,0,0.0,0,0.0,1.0,1.0,0,$25,[],[],[],[],[],,,,,80,"```json
{""confidence_best_resolution"": 80}
```","[210, 234, 189]",285,918,completed,0,1,0,499,325,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T22:10:21.839523+00:00,E001,Corvane Savings Bank,banking,monthly_fee,2:1,3,standard,a0824353bfacf1485b1b2e62090c7f63715683be04350b2c1ff2a6472e925e83,"[""MAJ"", ""MAJ"", ""MIN""]",matched_answer_only_plus_posthoc_control,0,0,gemini,gemini,gemini-3.5-flash,"[""gemini-3.5-flash""]",What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$25,$35,MAJ,MIN,"[""COM"", ""COM"", ""COM""]",3,0,3,3,0,0,0,,COM,3,0,0.0,0,0.0,1.0,1.0,0,$25 or $35,[],[],[],[],[],,,,,95,"```json
{""confidence_best_resolution"": 95}
```","[580, 639, 641]",280,2140,completed,0,1,0,304,296,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T22:10:31.309611+00:00,E001,Corvane Savings Bank,banking,monthly_fee,2:1,3,standard,a0824353bfacf1485b1b2e62090c7f63715683be04350b2c1ff2a6472e925e83,"[""MAJ"", ""MAJ"", ""MIN""]",matched_answer_only_plus_posthoc_control,0,0,deepseek,openrouter,deepseek/deepseek-v4-flash,"[""deepseek/deepseek-v4-flash""]",What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$25,$35,MAJ,MIN,"[""MAJ"", ""MAJ"", ""MAJ""]",3,0,3,3,0,0,0,,MAJ,3,0,0.0,0,0.0,1.0,1.0,0,$25,[],[],[],[],[],,,,,85,"{""confidence_best_resolution"": 85}","[289, 240, 202]",657,1388,completed,0,1,0,378,667,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T22:10:31.309777+00:00,E001,Corvane Savings Bank,banking,monthly_fee,2:1,3,standard,a0824353bfacf1485b1b2e62090c7f63715683be04350b2c1ff2a6472e925e83,"[""MAJ"", ""MAJ"", ""MIN""]",matched_answer_only_plus_posthoc_control,0,0,claude,openrouter,anthropic/claude-haiku-4.5,"[""anthropic/claude-haiku-4.5""]",What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$25,$35,MAJ,MIN,"[""MAJ"", ""MAJ"", ""COM""]",3,0,3,3,0,0,0,,MAJ,2,1,0.3333,0,0.0,0.6666666666666666,0.6666666666666666,0,$25,[],[],[],[],[],,,,,65,"```json
{""confidence_best_resolution"": 65}
```","[446, 429, 607]",404,1886,completed,0,1,0,367,406,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T22:11:14.052612+00:00,E001,Corvane Savings Bank,banking,monthly_fee,3:2,5,standard,846a84ca6c3c1e353f56701442ca731a4336841f7773f65aeaf086db0e8b3aee,"[""MAJ"", ""MAJ"", ""MIN"", ""MAJ"", ""MIN""]",matched_answer_only_plus_posthoc_control,0,0,gemini,gemini,gemini-3.5-flash,"[""gemini-3.5-flash""]",What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$35,$25,MIN,MAJ,"[""COM"", ""MAJ"", ""MAJ""]",3,0,3,3,0,0,0,,MAJ,2,0,0.0,0,0.0,0.6666666666666666,0.6666666666666666,0,$25,[],[],[],[],[],,,,,100,"```json
{""confidence_best_resolution"": 100}
```","[772, 865, 292]",292,2221,completed,0,1,0,412,309,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T22:11:14.406861+00:00,E001,Corvane Savings Bank,banking,monthly_fee,3:2,5,standard,846a84ca6c3c1e353f56701442ca731a4336841f7773f65aeaf086db0e8b3aee,"[""MAJ"", ""MAJ"", ""MIN"", ""MAJ"", ""MIN""]",matched_answer_only_plus_posthoc_control,0,0,deepseek,openrouter,deepseek/deepseek-v4-flash,"[""deepseek/deepseek-v4-flash""]",What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$35,$25,MIN,MAJ,"[""MAJ"", ""MAJ"", ""MAJ""]",3,0,3,3,0,0,0,,MAJ,3,0,0.0,0,0.0,1.0,1.0,0,$25,[],[],[],[],[],,,,,90,"{""confidence_best_resolution"": 90}","[222, 194, 574]",256,1246,completed,0,1,0,412,268,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T22:11:15.251970+00:00,E001,Corvane Savings Bank,banking,monthly_fee,3:2,5,standard,846a84ca6c3c1e353f56701442ca731a4336841f7773f65aeaf086db0e8b3aee,"[""MAJ"", ""MAJ"", ""MIN"", ""MAJ"", ""MIN""]",matched_answer_only_plus_posthoc_control,0,0,claude,openrouter,anthropic/claude-haiku-4.5,"[""anthropic/claude-haiku-4.5""]",What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$35,$25,MIN,MAJ,"[""MAJ"", ""MAJ"", ""MAJ""]",3,0,3,3,0,0,0,,MAJ,3,0,0.0,0,0.0,1.0,1.0,0,$25,[],[],[],[],[],,,,,72,"```json
{""confidence_best_resolution"": 72}
```","[317, 431, 517]",346,1611,completed,0,1,0,499,382,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T22:11:29.581974+00:00,E002,Tessamir Bancorp,banking,lending_cap,4:0,4,standard,1d421ff8910b26c0650c79c9f3b583eb5e0635ed2b9f1aeb550e191e817173eb,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ""]",unanimous_answer_only_plus_posthoc,0,0,gemini,gemini,gemini-3.5-flash,"[""gemini-3.5-flash""]",What is the maximum lending cap specified by the Orcana Reserve Act at Tessamir Bancorp?,30%,25%,,,,,"[""MAJ"", ""MAJ"", ""MAJ""]",3,0,3,3,0,0,0,,MAJ,3,0,0.0,0,0.0,1.0,1.0,0,30%,[],[],[],[],[],,,,,100,"```json
{""confidence_best_resolution"": 100}
```","[281, 313, 304]",228,1126,completed,0,1,0,351,245,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T22:11:29.634395+00:00,E002,Tessamir Bancorp,banking,lending_cap,4:0,4,standard,1d421ff8910b26c0650c79c9f3b583eb5e0635ed2b9f1aeb550e191e817173eb,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ""]",unanimous_answer_only_plus_posthoc,0,0,deepseek,openrouter,deepseek/deepseek-v4-flash,"[""deepseek/deepseek-v4-flash""]",What is the maximum lending cap specified by the Orcana Reserve Act at Tessamir Bancorp?,30%,25%,,,,,"[""MAJ"", ""MAJ"", ""MAJ""]",3,0,3,3,0,0,0,,MAJ,3,0,0.0,0,0.0,1.0,1.0,0,30%,[],[],[],[],[],,,,,100,"{""confidence_best_resolution"": 100}","[53, 48, 70]",92,263,completed,0,1,0,352,104,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T22:11:30.734071+00:00,E002,Tessamir Bancorp,banking,lending_cap,4:0,4,standard,1d421ff8910b26c0650c79c9f3b583eb5e0635ed2b9f1aeb550e191e817173eb,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ""]",unanimous_answer_only_plus_posthoc,0,0,claude,openrouter,anthropic/claude-haiku-4.5,"[""anthropic/claude-haiku-4.5""]",What is the maximum lending cap specified by the Orcana Reserve Act at Tessamir Bancorp?,30%,25%,,,,,"[""MAJ"", ""MAJ"", ""MAJ""]",3,0,3,3,0,0,0,,MAJ,3,0,0.0,0,0.0,1.0,1.0,0,30%,[],[],[],[],[],,,,,99,"```json
{""confidence_best_resolution"": 99}
```","[103, 170, 170]",318,761,completed,0,1,0,434,349,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T22:12:01.147952+00:00,E002,Tessamir Bancorp,banking,lending_cap,3:1,4,standard,68f5d55e699f178a74355c1a8ab31570c025d1e9d7a43b10a49f7ccc99c9db30,"[""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",matched_answer_only_plus_posthoc_control,0,0,gemini,gemini,gemini-3.5-flash,"[""gemini-3.5-flash""]",What is the maximum lending cap specified by the Orcana Reserve Act at Tessamir Bancorp?,30%,25%,30%,25%,MAJ,MIN,"[""COM"", ""COM"", ""COM""]",3,0,3,3,0,0,0,,COM,3,0,0.0,0,0.0,1.0,1.0,0,30% or 25%,[],[],[],[],[],,,,,90,"```json
{""confidence_best_resolution"": 90}
```","[821, 557, 899]",279,2556,completed,0,1,0,356,295,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T22:12:03.427130+00:00,E002,Tessamir Bancorp,banking,lending_cap,3:1,4,standard,68f5d55e699f178a74355c1a8ab31570c025d1e9d7a43b10a49f7ccc99c9db30,"[""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",matched_answer_only_plus_posthoc_control,0,0,deepseek,openrouter,deepseek/deepseek-v4-flash,"[""deepseek/deepseek-v4-flash""]",What is the maximum lending cap specified by the Orcana Reserve Act at Tessamir Bancorp?,30%,25%,30%,25%,MAJ,MIN,"[""MAJ"", ""MAJ"", ""MAJ""]",3,0,3,3,0,0,0,,MAJ,3,0,0.0,0,0.0,1.0,1.0,0,30%,[],[],[],[],[],,,,,90,"{""confidence_best_resolution"": 90}","[412, 299, 211]",396,1318,completed,0,1,0,352,406,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T22:12:04.864049+00:00,E002,Tessamir Bancorp,banking,lending_cap,3:1,4,standard,68f5d55e699f178a74355c1a8ab31570c025d1e9d7a43b10a49f7ccc99c9db30,"[""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",matched_answer_only_plus_posthoc_control,0,0,claude,openrouter,anthropic/claude-haiku-4.5,"[""anthropic/claude-haiku-4.5""]",What is the maximum lending cap specified by the Orcana Reserve Act at Tessamir Bancorp?,30%,25%,30%,25%,MAJ,MIN,"[""MAJ"", ""MAJ"", ""COM""]",3,0,3,3,0,0,0,,MAJ,2,1,0.3333,0,0.0,0.6666666666666666,0.6666666666666666,0,30%,[],[],[],[],[],,,,,62,"```json
{""confidence_best_resolution"": 62}
```","[541, 495, 522]",522,2080,completed,0,1,0,434,597,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T22:19:41.554490+00:00,E002,Tessamir Bancorp,banking,lending_cap,2:2,4,standard,7aa0d045e95551ab6c90f293a5d605bfe956c1799fdc578f9ca3d9fa455cb962,"[""MIN"", ""MAJ"", ""MIN"", ""MAJ""]",matched_answer_only_plus_posthoc_control,0,0,gemini,gemini,gemini-3.5-flash,"[""gemini-3.5-flash""]",What is the maximum lending cap specified by the Orcana Reserve Act at Tessamir Bancorp?,30%,25%,25%,30%,MIN,MAJ,"[""COM"", ""COM"", ""COM""]",3,0,3,3,0,0,0,,COM,3,0,0.0,0,0.0,1.0,1.0,0,25% or 30%,[],[],[],[],[],,,,,100,"```json
{""confidence_best_resolution"": 100}
```","[668, 848, 782]",176,2474,completed,0,1,0,356,193,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T22:19:47.694293+00:00,E002,Tessamir Bancorp,banking,lending_cap,2:2,4,standard,7aa0d045e95551ab6c90f293a5d605bfe956c1799fdc578f9ca3d9fa455cb962,"[""MIN"", ""MAJ"", ""MIN"", ""MAJ""]",matched_answer_only_plus_posthoc_control,0,0,deepseek,openrouter,deepseek/deepseek-v4-flash,"[""deepseek/deepseek-v4-flash""]",What is the maximum lending cap specified by the Orcana Reserve Act at Tessamir Bancorp?,30%,25%,25%,30%,MIN,MAJ,"[""MAJ"", ""MAJ"", ""MIN""]",5,2,3,3,0,0,0,,MAJ,2,0,0.0,0,0.0,0.6666666666666666,0.6666666666666666,0,30%,[],[],[],[],[],,,,,50,"{""confidence_best_resolution"": 50}","[1425, 1811, 1705]",579,5520,completed,0,1,0,352,591,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T22:19:47.694586+00:00,E002,Tessamir Bancorp,banking,lending_cap,2:2,4,standard,7aa0d045e95551ab6c90f293a5d605bfe956c1799fdc578f9ca3d9fa455cb962,"[""MIN"", ""MAJ"", ""MIN"", ""MAJ""]",matched_answer_only_plus_posthoc_control,0,0,claude,openrouter,anthropic/claude-haiku-4.5,"[""anthropic/claude-haiku-4.5""]",What is the maximum lending cap specified by the Orcana Reserve Act at Tessamir Bancorp?,30%,25%,25%,30%,MIN,MAJ,"[""COM"", ""MAJ"", ""COM""]",3,0,3,3,0,0,0,,COM,2,2,0.6667,0,0.0,0.6666666666666666,0.6666666666666666,0,The documents contain conflicting information: 25% and 30%,[],[],[],[],[],,,,,82,"```json
{""confidence_best_resolution"": 82}
```

The previous answer accurately identifies a genuine contradiction within the source documents. Documents 1 and 3 state 25%, while Documents 2 and 4 state 30%. Rather than arbitrarily selecting one value, the answer appropriately acknowledges this conflict. This is the most honest resolution given that no clear basis exists to prefer one source's credibility over another (the sources represent mixed institutional types with no obvious reliability hierarchy).","[692, 590, 581]",453,2316,completed,0,1,0,446,520,
