run_id,protocol_version,dataset_sha256,run_seed,layout_index,timestamp_utc,entity_id,entity_name,domain,attribute,ratio,n_docs,call_phase,trial_index,strategy,prompt_hash,doc_positions,confidence_condition,distribution_request_assigned,inline_confidence_requested,model_slot,model_provider,model_id,returned_model_id,question,majority_value,minority_value,claim_a_value,claim_b_value,claim_a_side,claim_b_side,response_category,mentions_conflict,abstained,raw_response,parsed_answer,p_claim_a,p_claim_b,p_indeterminate,p_sources_conflict,p_majority,p_minority,confidence_best_resolution,confidence_scale,format_error,prompt_tokens,completion_tokens,reasoning_tokens,error
b34fa6a4,2026-07-17-rich-distribution-v3-balanced,b69995a529dc3472d2fa463c5c6b7007630ff7f248a9fa93d1c22ee06d4e2a7a,20260714,1,2026-07-17T06:56:36.793830+00:00,E001,Corvane Savings Bank,banking,monthly_fee,2:2,4,posthoc,,standard,cd4f4413185ff0cbd203773e539856e1df41105340246e614c448947ef5c62e4,"[""MIN"", ""MIN"", ""MAJ"", ""MAJ""]",matched_answer_only_plus_posthoc_control,0,0,deepseek,openrouter,deepseek/deepseek-v4-flash,deepseek/deepseek-v4-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$25,$35,MAJ,MIN,,,,"{""confidence_best_resolution"": 30}",,,,,,,,30,0-100_best_resolution,,353,748,834,
b34fa6a4,2026-07-17-rich-distribution-v3-balanced,b69995a529dc3472d2fa463c5c6b7007630ff7f248a9fa93d1c22ee06d4e2a7a,20260714,1,2026-07-17T06:57:03.955658+00:00,E001,Corvane Savings Bank,banking,monthly_fee,2:2,4,posthoc,,standard,d066123bca172f07cae99e8c7ec82643c00536a7ee84c573427120e9b0206189,"[""MIN"", ""MIN"", ""MAJ"", ""MAJ""]",matched_answer_only_plus_posthoc_control,0,0,claude,openrouter,anthropic/claude-haiku-4.5,anthropic/claude-haiku-4.5,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$25,$35,MAJ,MIN,,,,"```json
{""confidence_best_resolution"": 60}
```

The documents contain conflicting information: two sources (Documents 1 and 2) state the fee is $35, while two sources (Documents 3 and 4) state it is $25. The answer of $25 is supported by Document 4 (Company Newswire), which is an official company source and generally more authoritative than forum posts or news reports. However, the presence of equally numerous contradicting claims from credible sources (including Regional Business Journal) prevents this from being a clearly ""best"" resolution without acknowledging the discrepancy.",,,,,,,,60,0-100_best_resolution,,434,635,466,
b34fa6a4,2026-07-17-rich-distribution-v3-balanced,b69995a529dc3472d2fa463c5c6b7007630ff7f248a9fa93d1c22ee06d4e2a7a,20260714,1,2026-07-17T06:57:03.956517+00:00,E001,Corvane Savings Bank,banking,monthly_fee,3:1,4,primary,1,standard,dbc685a9217d2bc51b7065d520f010fb4678320b2184cad913e329edf3a7dccc,"[""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",matched_answer_only_plus_posthoc_control,0,0,gemini,gemini,gemini-3.5-flash,gemini-3.5-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$35,$25,MIN,MAJ,OTHER,0,0,"{""answer"": ""Claim B""}",Claim B,,,,,,,,,,307,150,143,
b34fa6a4,2026-07-17-rich-distribution-v3-balanced,b69995a529dc3472d2fa463c5c6b7007630ff7f248a9fa93d1c22ee06d4e2a7a,20260714,1,2026-07-17T06:57:05.845539+00:00,E001,Corvane Savings Bank,banking,monthly_fee,3:1,4,primary,1,standard,dbc685a9217d2bc51b7065d520f010fb4678320b2184cad913e329edf3a7dccc,"[""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",matched_answer_only_plus_posthoc_control,0,0,deepseek,openrouter,deepseek/deepseek-v4-flash,deepseek/deepseek-v4-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$35,$25,MIN,MAJ,MAJ,0,0,"{""answer"": ""$25""}",$25,,,,,,,,,,306,73,69,
b34fa6a4,2026-07-17-rich-distribution-v3-balanced,b69995a529dc3472d2fa463c5c6b7007630ff7f248a9fa93d1c22ee06d4e2a7a,20260714,1,2026-07-17T06:57:06.390174+00:00,E001,Corvane Savings Bank,banking,monthly_fee,3:1,4,primary,1,standard,dbc685a9217d2bc51b7065d520f010fb4678320b2184cad913e329edf3a7dccc,"[""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",matched_answer_only_plus_posthoc_control,0,0,claude,openrouter,anthropic/claude-haiku-4.5,anthropic/claude-haiku-4.5,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$35,$25,MIN,MAJ,MAJ,0,0,"```json
{""answer"": ""Claim B: $25""}
```",Claim B: $25,,,,,,,,,,382,218,192,
b34fa6a4,2026-07-17-rich-distribution-v3-balanced,b69995a529dc3472d2fa463c5c6b7007630ff7f248a9fa93d1c22ee06d4e2a7a,20260714,1,2026-07-17T06:57:16.274120+00:00,E001,Corvane Savings Bank,banking,monthly_fee,3:1,4,primary,2,standard,dbc685a9217d2bc51b7065d520f010fb4678320b2184cad913e329edf3a7dccc,"[""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",matched_answer_only_plus_posthoc_control,0,0,gemini,gemini,gemini-3.5-flash,gemini-3.5-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$35,$25,MIN,MAJ,OTHER,0,0,"{""answer"": ""Claim B""}",Claim B,,,,,,,,,,307,377,370,
b34fa6a4,2026-07-17-rich-distribution-v3-balanced,b69995a529dc3472d2fa463c5c6b7007630ff7f248a9fa93d1c22ee06d4e2a7a,20260714,1,2026-07-17T06:57:20.808503+00:00,E001,Corvane Savings Bank,banking,monthly_fee,3:1,4,primary,2,standard,dbc685a9217d2bc51b7065d520f010fb4678320b2184cad913e329edf3a7dccc,"[""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",matched_answer_only_plus_posthoc_control,0,0,deepseek,openrouter,deepseek/deepseek-v4-flash,deepseek/deepseek-v4-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$35,$25,MIN,MAJ,OTHER,0,0,"{""answer"": ""Claim B""}",Claim B,,,,,,,,,,306,265,247,
b34fa6a4,2026-07-17-rich-distribution-v3-balanced,b69995a529dc3472d2fa463c5c6b7007630ff7f248a9fa93d1c22ee06d4e2a7a,20260714,1,2026-07-17T06:57:24.049927+00:00,E001,Corvane Savings Bank,banking,monthly_fee,3:1,4,primary,2,standard,dbc685a9217d2bc51b7065d520f010fb4678320b2184cad913e329edf3a7dccc,"[""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",matched_answer_only_plus_posthoc_control,0,0,claude,openrouter,anthropic/claude-haiku-4.5,anthropic/claude-haiku-4.5,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$35,$25,MIN,MAJ,MAJ,0,0,"```json
{""answer"": ""Claim B: $25""}
```",Claim B: $25,,,,,,,,,,382,224,207,
b34fa6a4,2026-07-17-rich-distribution-v3-balanced,b69995a529dc3472d2fa463c5c6b7007630ff7f248a9fa93d1c22ee06d4e2a7a,20260714,1,2026-07-17T06:57:24.050269+00:00,E001,Corvane Savings Bank,banking,monthly_fee,3:1,4,primary,3,standard,dbc685a9217d2bc51b7065d520f010fb4678320b2184cad913e329edf3a7dccc,"[""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",matched_answer_only_plus_posthoc_control,0,0,gemini,gemini,gemini-3.5-flash,gemini-3.5-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$35,$25,MIN,MAJ,OTHER,0,0,"```json
{
  ""answer"": ""Claim B""
}
```",Claim B,,,,,,,,,,307,490,473,
b34fa6a4,2026-07-17-rich-distribution-v3-balanced,b69995a529dc3472d2fa463c5c6b7007630ff7f248a9fa93d1c22ee06d4e2a7a,20260714,1,2026-07-17T06:57:27.818446+00:00,E001,Corvane Savings Bank,banking,monthly_fee,3:1,4,primary,3,standard,dbc685a9217d2bc51b7065d520f010fb4678320b2184cad913e329edf3a7dccc,"[""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",matched_answer_only_plus_posthoc_control,0,0,deepseek,openrouter,deepseek/deepseek-v4-flash,deepseek/deepseek-v4-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$35,$25,MIN,MAJ,OTHER,0,0,"{""answer"": ""Claim B""}",Claim B,,,,,,,,,,306,112,104,
b34fa6a4,2026-07-17-rich-distribution-v3-balanced,b69995a529dc3472d2fa463c5c6b7007630ff7f248a9fa93d1c22ee06d4e2a7a,20260714,1,2026-07-17T06:57:29.182633+00:00,E001,Corvane Savings Bank,banking,monthly_fee,3:1,4,primary,3,standard,dbc685a9217d2bc51b7065d520f010fb4678320b2184cad913e329edf3a7dccc,"[""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",matched_answer_only_plus_posthoc_control,0,0,claude,openrouter,anthropic/claude-haiku-4.5,anthropic/claude-haiku-4.5,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$35,$25,MIN,MAJ,OTHER,0,0,"```json
{""answer"": ""Claim B""}
```",Claim B,,,,,,,,,,382,295,285,
b34fa6a4,2026-07-17-rich-distribution-v3-balanced,b69995a529dc3472d2fa463c5c6b7007630ff7f248a9fa93d1c22ee06d4e2a7a,20260714,1,2026-07-17T06:57:32.112762+00:00,E001,Corvane Savings Bank,banking,monthly_fee,3:1,4,posthoc,,standard,df3b5bec6b437a920e55e5fd2fb89495e788604691506a5800d62a7b4ca4480e,"[""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",matched_answer_only_plus_posthoc_control,0,0,gemini,gemini,gemini-3.5-flash,gemini-3.5-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$35,$25,MIN,MAJ,,,,"```json
{""confidence_best_resolution"": 0}
```",,,,,,,,0,0-100_best_resolution,,353,195,180,
b34fa6a4,2026-07-17-rich-distribution-v3-balanced,b69995a529dc3472d2fa463c5c6b7007630ff7f248a9fa93d1c22ee06d4e2a7a,20260714,1,2026-07-17T06:57:34.199767+00:00,E001,Corvane Savings Bank,banking,monthly_fee,3:1,4,posthoc,,standard,df3b5bec6b437a920e55e5fd2fb89495e788604691506a5800d62a7b4ca4480e,"[""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",matched_answer_only_plus_posthoc_control,0,0,deepseek,openrouter,deepseek/deepseek-v4-flash,deepseek/deepseek-v4-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$35,$25,MIN,MAJ,,,,"{""confidence_best_resolution"": 0}",,,,,,,,0,0-100_best_resolution,,353,223,211,
b34fa6a4,2026-07-17-rich-distribution-v3-balanced,b69995a529dc3472d2fa463c5c6b7007630ff7f248a9fa93d1c22ee06d4e2a7a,20260714,1,2026-07-17T06:57:36.368992+00:00,E001,Corvane Savings Bank,banking,monthly_fee,3:1,4,posthoc,,standard,04730dc72343c7ca041f8fdd1bd78148bd31b5b04d791f0fe5d08c2a868cbc36,"[""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",matched_answer_only_plus_posthoc_control,0,0,claude,openrouter,anthropic/claude-haiku-4.5,anthropic/claude-haiku-4.5,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$35,$25,MIN,MAJ,,,,"```json
{""confidence_best_resolution"": 88}
```

The previous answer of ""$25"" is well-supported by the documents. Three sources (Documents 1, 2, and 3) consistently state the fee is $25, including an official company announcement from Company Newswire, which is the most authoritative source. Document 4, the only source claiming $35, comes from an informal forum post by someone doing research, which is considerably less reliable than official company communications and established news sources. The weight of evidence, combined with source credibility, strongly supports ""$25"" as the best resolution.",,,,,,,,88,0-100_best_resolution,,434,503,384,
b34fa6a4,2026-07-17-rich-distribution-v3-balanced,b69995a529dc3472d2fa463c5c6b7007630ff7f248a9fa93d1c22ee06d4e2a7a,20260714,1,2026-07-17T06:57:36.369630+00:00,E001,Corvane Savings Bank,banking,monthly_fee,4:1,5,primary,1,standard,90f3c11c93530d8a897783c21c8ed539be1769a5e35c93e4db32bac12a8b9338,"[""MAJ"", ""MAJ"", ""MIN"", ""MAJ"", ""MAJ""]",matched_answer_only_plus_posthoc_control,0,0,gemini,gemini,gemini-3.5-flash,gemini-3.5-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$35,$25,MIN,MAJ,OTHER,0,0,"```json
{
  ""answer"": ""Claim B""
}
```",Claim B,,,,,,,,,,366,205,188,
b34fa6a4,2026-07-17-rich-distribution-v3-balanced,b69995a529dc3472d2fa463c5c6b7007630ff7f248a9fa93d1c22ee06d4e2a7a,20260714,1,2026-07-17T06:57:38.634849+00:00,E001,Corvane Savings Bank,banking,monthly_fee,4:1,5,primary,1,standard,90f3c11c93530d8a897783c21c8ed539be1769a5e35c93e4db32bac12a8b9338,"[""MAJ"", ""MAJ"", ""MIN"", ""MAJ"", ""MAJ""]",matched_answer_only_plus_posthoc_control,0,0,deepseek,openrouter,deepseek/deepseek-v4-flash,deepseek/deepseek-v4-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$35,$25,MIN,MAJ,OTHER,0,0,"{""answer"": ""Claim B""}",Claim B,,,,,,,,,,365,180,192,
b34fa6a4,2026-07-17-rich-distribution-v3-balanced,b69995a529dc3472d2fa463c5c6b7007630ff7f248a9fa93d1c22ee06d4e2a7a,20260714,1,2026-07-17T06:57:38.634957+00:00,E001,Corvane Savings Bank,banking,monthly_fee,4:1,5,primary,1,standard,90f3c11c93530d8a897783c21c8ed539be1769a5e35c93e4db32bac12a8b9338,"[""MAJ"", ""MAJ"", ""MIN"", ""MAJ"", ""MAJ""]",matched_answer_only_plus_posthoc_control,0,0,claude,openrouter,anthropic/claude-haiku-4.5,anthropic/claude-haiku-4.5,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$35,$25,MIN,MAJ,MAJ,0,0,"```json
{""answer"": ""$25""}
```",$25,,,,,,,,,,451,358,302,
b34fa6a4,2026-07-17-rich-distribution-v3-balanced,b69995a529dc3472d2fa463c5c6b7007630ff7f248a9fa93d1c22ee06d4e2a7a,20260714,1,2026-07-17T06:57:42.616979+00:00,E001,Corvane Savings Bank,banking,monthly_fee,4:1,5,primary,2,standard,90f3c11c93530d8a897783c21c8ed539be1769a5e35c93e4db32bac12a8b9338,"[""MAJ"", ""MAJ"", ""MIN"", ""MAJ"", ""MAJ""]",matched_answer_only_plus_posthoc_control,0,0,gemini,gemini,gemini-3.5-flash,gemini-3.5-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$35,$25,MIN,MAJ,OTHER,0,0,"{""answer"": ""Claim B""}",Claim B,,,,,,,,,,366,262,255,
b34fa6a4,2026-07-17-rich-distribution-v3-balanced,b69995a529dc3472d2fa463c5c6b7007630ff7f248a9fa93d1c22ee06d4e2a7a,20260714,1,2026-07-17T06:57:45.121552+00:00,E001,Corvane Savings Bank,banking,monthly_fee,4:1,5,primary,2,standard,90f3c11c93530d8a897783c21c8ed539be1769a5e35c93e4db32bac12a8b9338,"[""MAJ"", ""MAJ"", ""MIN"", ""MAJ"", ""MAJ""]",matched_answer_only_plus_posthoc_control,0,0,deepseek,openrouter,deepseek/deepseek-v4-flash,deepseek/deepseek-v4-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$35,$25,MIN,MAJ,OTHER,0,0,"{""answer"": ""Claim B""}",Claim B,,,,,,,,,,365,150,141,
b34fa6a4,2026-07-17-rich-distribution-v3-balanced,b69995a529dc3472d2fa463c5c6b7007630ff7f248a9fa93d1c22ee06d4e2a7a,20260714,1,2026-07-17T06:57:45.927324+00:00,E001,Corvane Savings Bank,banking,monthly_fee,4:1,5,primary,2,standard,90f3c11c93530d8a897783c21c8ed539be1769a5e35c93e4db32bac12a8b9338,"[""MAJ"", ""MAJ"", ""MIN"", ""MAJ"", ""MAJ""]",matched_answer_only_plus_posthoc_control,0,0,claude,openrouter,anthropic/claude-haiku-4.5,anthropic/claude-haiku-4.5,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$35,$25,MIN,MAJ,MAJ,0,0,"```json
{""answer"": ""Claim B: $25""}
```",Claim B: $25,,,,,,,,,,451,286,235,
b34fa6a4,2026-07-17-rich-distribution-v3-balanced,b69995a529dc3472d2fa463c5c6b7007630ff7f248a9fa93d1c22ee06d4e2a7a,20260714,1,2026-07-17T06:57:46.346869+00:00,E001,Corvane Savings Bank,banking,monthly_fee,4:1,5,primary,3,standard,90f3c11c93530d8a897783c21c8ed539be1769a5e35c93e4db32bac12a8b9338,"[""MAJ"", ""MAJ"", ""MIN"", ""MAJ"", ""MAJ""]",matched_answer_only_plus_posthoc_control,0,0,gemini,gemini,gemini-3.5-flash,gemini-3.5-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$35,$25,MIN,MAJ,OTHER,0,0,"```json
{
  ""answer"": ""Claim B""
}
```",Claim B,,,,,,,,,,366,219,202,
b34fa6a4,2026-07-17-rich-distribution-v3-balanced,b69995a529dc3472d2fa463c5c6b7007630ff7f248a9fa93d1c22ee06d4e2a7a,20260714,1,2026-07-17T06:57:48.893494+00:00,E001,Corvane Savings Bank,banking,monthly_fee,4:1,5,primary,3,standard,90f3c11c93530d8a897783c21c8ed539be1769a5e35c93e4db32bac12a8b9338,"[""MAJ"", ""MAJ"", ""MIN"", ""MAJ"", ""MAJ""]",matched_answer_only_plus_posthoc_control,0,0,deepseek,openrouter,deepseek/deepseek-v4-flash,deepseek/deepseek-v4-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$35,$25,MIN,MAJ,OTHER,0,0,"{""answer"": ""Claim B""}",Claim B,,,,,,,,,,365,187,178,
b34fa6a4,2026-07-17-rich-distribution-v3-balanced,b69995a529dc3472d2fa463c5c6b7007630ff7f248a9fa93d1c22ee06d4e2a7a,20260714,1,2026-07-17T06:57:50.458584+00:00,E001,Corvane Savings Bank,banking,monthly_fee,4:1,5,primary,3,standard,90f3c11c93530d8a897783c21c8ed539be1769a5e35c93e4db32bac12a8b9338,"[""MAJ"", ""MAJ"", ""MIN"", ""MAJ"", ""MAJ""]",matched_answer_only_plus_posthoc_control,0,0,claude,openrouter,anthropic/claude-haiku-4.5,anthropic/claude-haiku-4.5,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$35,$25,MIN,MAJ,MAJ,0,0,"```json
{""answer"": ""Claim B: $25""}
```",Claim B: $25,,,,,,,,,,451,290,256,
