run_id,timestamp_utc,entity_id,entity_name,domain,attribute,ratio,n_docs,trial_index,strategy,doc_positions,model_provider,model_id,question,majority_value,minority_value,raw_response,parsed_answer,parsed_confidence,prompt_tokens,completion_tokens,error
c740074a,2026-07-16T22:55:41.236843+00:00,E001,Corvane Savings Bank,banking,monthly_fee,3:2,5,1,standard,"[""MAJ"", ""MAJ"", ""MIN"", ""MAJ"", ""MIN""]",gemini,gemini-3.5-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"```json
{
  ""answer"": ""The provided documents contain conflicting information regarding the monthly maintenance fee. Documents 1, 2, and 4 state that the fee is $25, while Documents 3 and 5 state that it is $35."",
  ""confidence"": 5
}
```","The provided documents contain conflicting information regarding the monthly maintenance fee. Documents 1, 2, and 4 state that the fee is $25, while Documents 3 and 5 state that it is $35.",5,374,67,
c740074a,2026-07-16T22:55:45.422642+00:00,E001,Corvane Savings Bank,banking,monthly_fee,3:2,5,1,standard,"[""MAJ"", ""MAJ"", ""MIN"", ""MAJ"", ""MIN""]",openrouter,deepseek/deepseek-v4-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"{""answer"": ""$25"", ""confidence"": 3}",$25,3,378,320,
c740074a,2026-07-16T22:55:50.780710+00:00,E002,Tessamir Bancorp,banking,lending_cap,4:0,4,1,standard,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ""]",gemini,gemini-3.5-flash,What is the maximum lending cap specified by the Orcana Reserve Act at Tessamir Bancorp?,30%,25%,"```json
{""answer"": ""30%"", ""confidence"": 5}
```",30%,5,313,18,
c740074a,2026-07-16T22:55:53.270920+00:00,E002,Tessamir Bancorp,banking,lending_cap,4:0,4,1,standard,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ""]",openrouter,deepseek/deepseek-v4-flash,What is the maximum lending cap specified by the Orcana Reserve Act at Tessamir Bancorp?,30%,25%,"{""answer"": ""30%"", ""confidence"": 5}",30%,5,318,68,
c740074a,2026-07-16T22:55:53.931465+00:00,E002,Tessamir Bancorp,banking,lending_cap,3:1,4,1,standard,"[""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",gemini,gemini-3.5-flash,What is the maximum lending cap specified by the Orcana Reserve Act at Tessamir Bancorp?,30%,25%,"```json
{
  ""answer"": ""The Orcana Reserve Act at Tessamir Bancorp caps institutional lending at 30% according to Documents 1, 2, and 3, though Document 4 states it is capped at 25%."",
  ""confidence"": 5
}
```","The Orcana Reserve Act at Tessamir Bancorp caps institutional lending at 30% according to Documents 1, 2, and 3, though Document 4 states it is capped at 25%.",5,313,66,
c740074a,2026-07-16T22:55:58.104220+00:00,E002,Tessamir Bancorp,banking,lending_cap,3:1,4,1,standard,"[""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",openrouter,deepseek/deepseek-v4-flash,What is the maximum lending cap specified by the Orcana Reserve Act at Tessamir Bancorp?,30%,25%,"{""answer"": ""30%"", ""confidence"": 3}",30%,3,318,148,
c740074a,2026-07-16T22:55:58.104331+00:00,E002,Tessamir Bancorp,banking,lending_cap,2:2,4,1,standard,"[""MIN"", ""MAJ"", ""MIN"", ""MAJ""]",gemini,gemini-3.5-flash,What is the maximum lending cap specified by the Orcana Reserve Act at Tessamir Bancorp?,30%,25%,"```json
{
  ""answer"": ""The provided documents contain conflicting information: Document 1 and Document 3 state that the Orcana Reserve Act at Tessamir Bancorp caps institutional lending at 25%, while Document 2 and Document 4 state that the cap is 30%."",
  ""confidence"": 5
}
```","The provided documents contain conflicting information: Document 1 and Document 3 state that the Orcana Reserve Act at Tessamir Bancorp caps institutional lending at 25%, while Document 2 and Document 4 state that the cap is 30%.",5,313,73,
c740074a,2026-07-16T22:56:00.508701+00:00,E002,Tessamir Bancorp,banking,lending_cap,2:2,4,1,standard,"[""MIN"", ""MAJ"", ""MIN"", ""MAJ""]",openrouter,deepseek/deepseek-v4-flash,What is the maximum lending cap specified by the Orcana Reserve Act at Tessamir Bancorp?,30%,25%,"{""answer"": ""30%"", ""confidence"": 3}",30%,3,318,877,
c740074a,2026-07-16T22:56:07.617046+00:00,E002,Tessamir Bancorp,banking,lending_cap,4:1,5,1,standard,"[""MAJ"", ""MIN"", ""MAJ"", ""MAJ"", ""MAJ""]",gemini,gemini-3.5-flash,What is the maximum lending cap specified by the Orcana Reserve Act at Tessamir Bancorp?,30%,25%,"```json
{""answer"": ""30% (according to Documents 1, 3, 4, and 5), though Document 2 states it is 25%."", ""confidence"": 5}
```","30% (according to Documents 1, 3, 4, and 5), though Document 2 states it is 25%.",5,365,47,
c740074a,2026-07-16T22:56:12.652974+00:00,E002,Tessamir Bancorp,banking,lending_cap,4:1,5,1,standard,"[""MAJ"", ""MIN"", ""MAJ"", ""MAJ"", ""MAJ""]",openrouter,deepseek/deepseek-v4-flash,What is the maximum lending cap specified by the Orcana Reserve Act at Tessamir Bancorp?,30%,25%,"{""answer"": ""30%"", ""confidence"": 3}",30%,3,370,231,
c740074a,2026-07-16T22:56:12.738183+00:00,E002,Tessamir Bancorp,banking,lending_cap,2:1,3,1,standard,"[""MAJ"", ""MIN"", ""MAJ""]",gemini,gemini-3.5-flash,What is the maximum lending cap specified by the Orcana Reserve Act at Tessamir Bancorp?,30%,25%,"{""answer"": ""According to the provided documents, the cap is stated as 30% in the Open Encyclopedia Project and the Regional Business Journal, while a forum post on IndustryTalk Forums states it is 25%."", ""confidence"": 5}","According to the provided documents, the cap is stated as 30% in the Open Encyclopedia Project and the Regional Business Journal, while a forum post on IndustryTalk Forums states it is 25%.",5,256,52,
c740074a,2026-07-16T22:56:16.767109+00:00,E002,Tessamir Bancorp,banking,lending_cap,2:1,3,1,standard,"[""MAJ"", ""MIN"", ""MAJ""]",openrouter,deepseek/deepseek-v4-flash,What is the maximum lending cap specified by the Orcana Reserve Act at Tessamir Bancorp?,30%,25%,"{""answer"": ""30%"", ""confidence"": 4}",30%,4,261,219,
c740074a,2026-07-16T22:56:17.086572+00:00,E002,Tessamir Bancorp,banking,lending_cap,3:2,5,1,standard,"[""MIN"", ""MAJ"", ""MIN"", ""MAJ"", ""MAJ""]",gemini,gemini-3.5-flash,What is the maximum lending cap specified by the Orcana Reserve Act at Tessamir Bancorp?,30%,25%,"```json
{""answer"": ""The provided documents contain conflicting information: some sources (Sector Analysis Quarterly and Company Newswire) state that the lending cap is 25%, while others (Regional Business Journal, IndustryTalk Forums, and Open Encyclopedia Project) state it is 30%."", ""confidence"": 5}
```","The provided documents contain conflicting information: some sources (Sector Analysis Quarterly and Company Newswire) state that the lending cap is 25%, while others (Regional Business Journal, IndustryTalk Forums, and Open Encyclopedia Project) state it is 30%.",5,365,67,
c740074a,2026-07-16T22:56:21.169046+00:00,E002,Tessamir Bancorp,banking,lending_cap,3:2,5,1,standard,"[""MIN"", ""MAJ"", ""MIN"", ""MAJ"", ""MAJ""]",openrouter,deepseek/deepseek-v4-flash,What is the maximum lending cap specified by the Orcana Reserve Act at Tessamir Bancorp?,30%,25%,"{""answer"": ""30%"", ""confidence"": 2}",30%,2,370,394,
c740074a,2026-07-16T22:56:40.467543+00:00,E003,Meridian Vale Trust Company,banking,overdraft_limit,4:0,4,1,standard,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ""]",gemini,gemini-3.5-flash,What is the default overdraft protection limit for the ApexGrowth Savings account at Meridian Vale Trust Company?,$100,$1000,"```json
{""answer"": ""$100"", ""confidence"": 5}
```",$100,5,332,19,
c740074a,2026-07-16T22:56:42.999420+00:00,E003,Meridian Vale Trust Company,banking,overdraft_limit,4:0,4,1,standard,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ""]",openrouter,deepseek/deepseek-v4-flash,What is the default overdraft protection limit for the ApexGrowth Savings account at Meridian Vale Trust Company?,$100,$1000,"{""answer"": ""$100"", ""confidence"": 5}",$100,5,336,74,
c740074a,2026-07-16T22:56:43.316304+00:00,E003,Meridian Vale Trust Company,banking,overdraft_limit,3:1,4,1,standard,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ""]",gemini,gemini-3.5-flash,What is the default overdraft protection limit for the ApexGrowth Savings account at Meridian Vale Trust Company?,$100,$1000,"{""answer"": ""According to most of the provided sources (Documents 1, 3, and 4), the limit is $100, though one forum source (Document 2) states it is $1,000."", ""confidence"": 5}","According to most of the provided sources (Documents 1, 3, and 4), the limit is $100, though one forum source (Document 2) states it is $1,000.",5,333,56,
c740074a,2026-07-16T22:56:48.299621+00:00,E003,Meridian Vale Trust Company,banking,overdraft_limit,3:1,4,1,standard,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ""]",openrouter,deepseek/deepseek-v4-flash,What is the default overdraft protection limit for the ApexGrowth Savings account at Meridian Vale Trust Company?,$100,$1000,"{""answer"": ""$100"", ""confidence"": 5}",$100,5,337,98,
c740074a,2026-07-16T22:56:48.299717+00:00,E003,Meridian Vale Trust Company,banking,overdraft_limit,2:2,4,1,standard,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ""]",gemini,gemini-3.5-flash,What is the default overdraft protection limit for the ApexGrowth Savings account at Meridian Vale Trust Company?,$100,$1000,"{""answer"": ""The provided documents contain conflicting information, stating the limit is either $100 or $1,000."", ""confidence"": 5}","The provided documents contain conflicting information, stating the limit is either $100 or $1,000.",5,334,34,
c740074a,2026-07-16T22:56:52.369953+00:00,E003,Meridian Vale Trust Company,banking,overdraft_limit,2:2,4,1,standard,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ""]",openrouter,deepseek/deepseek-v4-flash,What is the default overdraft protection limit for the ApexGrowth Savings account at Meridian Vale Trust Company?,$100,$1000,"{""answer"": ""1000"", ""confidence"": 2}",1000,2,338,442,
c740074a,2026-07-16T22:56:55.838075+00:00,E003,Meridian Vale Trust Company,banking,overdraft_limit,4:1,5,1,standard,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ"", ""MAJ""]",gemini,gemini-3.5-flash,What is the default overdraft protection limit for the ApexGrowth Savings account at Meridian Vale Trust Company?,$100,$1000,"{""answer"": ""$100 according to the majority of sources, though one source states it is $1000"", ""confidence"": 5}","$100 according to the majority of sources, though one source states it is $1000",5,386,32,
c740074a,2026-07-16T22:57:00.304004+00:00,E003,Meridian Vale Trust Company,banking,overdraft_limit,4:1,5,1,standard,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ"", ""MAJ""]",openrouter,deepseek/deepseek-v4-flash,What is the default overdraft protection limit for the ApexGrowth Savings account at Meridian Vale Trust Company?,$100,$1000,"{""answer"": ""$100"", ""confidence"": 5}",$100,5,390,13,
c740074a,2026-07-16T22:57:02.516862+00:00,E003,Meridian Vale Trust Company,banking,overdraft_limit,2:1,3,1,standard,"[""MAJ"", ""MAJ"", ""MAJ""]",gemini,gemini-3.5-flash,What is the default overdraft protection limit for the ApexGrowth Savings account at Meridian Vale Trust Company?,$100,$1000,"{""answer"": ""The provided documents contain conflicting information. According to Document 1 (Company Newswire), the limit is $1000, whereas Document 2 (Open Encyclopedia Project) and Document 3 (Sector Analysis Quarterly) state that the limit is $100."", ""confidence"": 5}","The provided documents contain conflicting information. According to Document 1 (Company Newswire), the limit is $1000, whereas Document 2 (Open Encyclopedia Project) and Document 3 (Sector Analysis Quarterly) state that the limit is $100.",5,278,64,
c740074a,2026-07-16T22:57:05.661323+00:00,E003,Meridian Vale Trust Company,banking,overdraft_limit,2:1,3,1,standard,"[""MAJ"", ""MAJ"", ""MAJ""]",openrouter,deepseek/deepseek-v4-flash,What is the default overdraft protection limit for the ApexGrowth Savings account at Meridian Vale Trust Company?,$100,$1000,"{""answer"": ""$100"", ""confidence"": 2}",$100,2,281,283,
c740074a,2026-07-16T22:57:08.872907+00:00,E003,Meridian Vale Trust Company,banking,overdraft_limit,3:2,5,1,standard,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ"", ""MAJ""]",gemini,gemini-3.5-flash,What is the default overdraft protection limit for the ApexGrowth Savings account at Meridian Vale Trust Company?,$100,$1000,"{""answer"": ""The provided documents contain conflicting information: Documents 1, 3, and 4 state the default overdraft protection limit is $100, while Documents 2 and 5 state it is $1,000."", ""confidence"": 5}","The provided documents contain conflicting information: Documents 1, 3, and 4 state the default overdraft protection limit is $100, while Documents 2 and 5 state it is $1,000.",5,387,56,
c740074a,2026-07-16T22:57:14.210101+00:00,E003,Meridian Vale Trust Company,banking,overdraft_limit,3:2,5,1,standard,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ"", ""MAJ""]",openrouter,deepseek/deepseek-v4-flash,What is the default overdraft protection limit for the ApexGrowth Savings account at Meridian Vale Trust Company?,$100,$1000,"{""answer"": ""$100"", ""confidence"": 4}",$100,4,470,478,
c740074a,2026-07-16T22:57:16.770554+00:00,E004,Ashfell Mutual Bank,banking,interest_rate,4:0,4,1,standard,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ""]",gemini,gemini-3.5-flash,What is the annual interest rate for the FlexPrime Savings account at Ashfell Mutual Bank?,5.75%,3.5%,"```json
{""answer"": ""5.75%"", ""confidence"": 5}
```",5.75%,5,332,20,
c740074a,2026-07-16T22:57:18.854844+00:00,E004,Ashfell Mutual Bank,banking,interest_rate,4:0,4,1,standard,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ""]",openrouter,deepseek/deepseek-v4-flash,What is the annual interest rate for the FlexPrime Savings account at Ashfell Mutual Bank?,5.75%,3.5%,"{""answer"": ""5.75%"", ""confidence"": 5}",5.75%,5,324,68,
c740074a,2026-07-16T22:57:19.886157+00:00,E004,Ashfell Mutual Bank,banking,interest_rate,3:1,4,1,standard,"[""MAJ"", ""MIN"", ""MAJ"", ""MAJ""]",gemini,gemini-3.5-flash,What is the annual interest rate for the FlexPrime Savings account at Ashfell Mutual Bank?,5.75%,3.5%,"```json
{""answer"": ""The annual interest rate is reported as 5.75% in multiple sources (Company Newswire, Sector Analysis Quarterly, and IndustryTalk Forums), while one source (Regional Business Journal) states it is 3.5%."", ""confidence"": 5}
```","The annual interest rate is reported as 5.75% in multiple sources (Company Newswire, Sector Analysis Quarterly, and IndustryTalk Forums), while one source (Regional Business Journal) states it is 3.5%.",5,331,62,
c740074a,2026-07-16T22:57:23.296371+00:00,E004,Ashfell Mutual Bank,banking,interest_rate,3:1,4,1,standard,"[""MAJ"", ""MIN"", ""MAJ"", ""MAJ""]",openrouter,deepseek/deepseek-v4-flash,What is the annual interest rate for the FlexPrime Savings account at Ashfell Mutual Bank?,5.75%,3.5%,"{""answer"": ""5.75%"", ""confidence"": 4}",5.75%,4,324,142,
c740074a,2026-07-16T22:57:30.787898+00:00,E004,Ashfell Mutual Bank,banking,interest_rate,2:2,4,1,standard,"[""MAJ"", ""MIN"", ""MAJ"", ""MIN""]",gemini,gemini-3.5-flash,What is the annual interest rate for the FlexPrime Savings account at Ashfell Mutual Bank?,5.75%,3.5%,"{""answer"": ""The provided documents contain conflicting information, stating the rate is either 5.75% or 3.5%."", ""confidence"": 5}","The provided documents contain conflicting information, stating the rate is either 5.75% or 3.5%.",5,330,35,
c740074a,2026-07-16T22:57:34.380161+00:00,E004,Ashfell Mutual Bank,banking,interest_rate,2:2,4,1,standard,"[""MAJ"", ""MIN"", ""MAJ"", ""MIN""]",openrouter,deepseek/deepseek-v4-flash,What is the annual interest rate for the FlexPrime Savings account at Ashfell Mutual Bank?,5.75%,3.5%,"{""answer"": ""5.75%"", ""confidence"": 3}",5.75%,3,324,325,
c740074a,2026-07-16T22:57:35.116156+00:00,E004,Ashfell Mutual Bank,banking,interest_rate,4:1,5,1,standard,"[""MAJ"", ""MIN"", ""MAJ"", ""MAJ"", ""MAJ""]",gemini,gemini-3.5-flash,What is the annual interest rate for the FlexPrime Savings account at Ashfell Mutual Bank?,5.75%,3.5%,"{""answer"": ""According to the majority of the provided documents (including the Company Newswire, Regional Business Journal, IndustryTalk Forums, and Sector Analysis Quarterly), the annual interest rate is 5.75%, though one source (Open Encyclopedia Project) states it is 3.5%."", ""confidence"": 5}","According to the majority of the provided documents (including the Company Newswire, Regional Business Journal, IndustryTalk Forums, and Sector Analysis Quarterly), the annual interest rate is 5.75%, though one source (Open Encyclopedia Project) states it is 3.5%.",5,381,66,
c740074a,2026-07-16T22:57:39.135570+00:00,E004,Ashfell Mutual Bank,banking,interest_rate,4:1,5,1,standard,"[""MAJ"", ""MIN"", ""MAJ"", ""MAJ"", ""MAJ""]",openrouter,deepseek/deepseek-v4-flash,What is the annual interest rate for the FlexPrime Savings account at Ashfell Mutual Bank?,5.75%,3.5%,"{""answer"": ""5.75%"", ""confidence"": 4}",5.75%,4,371,91,
c740074a,2026-07-16T22:57:42.122890+00:00,E004,Ashfell Mutual Bank,banking,interest_rate,2:1,3,1,standard,"[""MAJ"", ""MIN"", ""MAJ""]",gemini,gemini-3.5-flash,What is the annual interest rate for the FlexPrime Savings account at Ashfell Mutual Bank?,5.75%,3.5%,"{""answer"": ""The provided documents contain conflicting information: Document 1 and Document 3 state the annual interest rate is 5.75%, while Document 2 states it is 3.5%."", ""confidence"": 5}","The provided documents contain conflicting information: Document 1 and Document 3 state the annual interest rate is 5.75%, while Document 2 states it is 3.5%.",5,278,49,
c740074a,2026-07-16T22:57:46.278832+00:00,E004,Ashfell Mutual Bank,banking,interest_rate,2:1,3,1,standard,"[""MAJ"", ""MIN"", ""MAJ""]",openrouter,deepseek/deepseek-v4-flash,What is the annual interest rate for the FlexPrime Savings account at Ashfell Mutual Bank?,5.75%,3.5%,"{""answer"": ""5.75%"", ""confidence"": 4}",5.75%,4,273,191,
c740074a,2026-07-16T22:57:47.297937+00:00,E004,Ashfell Mutual Bank,banking,interest_rate,3:2,5,1,standard,"[""MAJ"", ""MAJ"", ""MIN"", ""MIN"", ""MAJ""]",gemini,gemini-3.5-flash,What is the annual interest rate for the FlexPrime Savings account at Ashfell Mutual Bank?,5.75%,3.5%,"{""answer"": ""The provided documents contain conflicting information, stating the annual interest rate is either 5.75% or 3.5%."", ""confidence"": 5}","The provided documents contain conflicting information, stating the annual interest rate is either 5.75% or 3.5%.",5,380,37,
c740074a,2026-07-16T22:57:51.329659+00:00,E004,Ashfell Mutual Bank,banking,interest_rate,3:2,5,1,standard,"[""MAJ"", ""MAJ"", ""MIN"", ""MIN"", ""MAJ""]",openrouter,deepseek/deepseek-v4-flash,What is the annual interest rate for the FlexPrime Savings account at Ashfell Mutual Bank?,5.75%,3.5%,"{""answer"": ""5.75%"", ""confidence"": 2}",5.75%,2,371,413,
c740074a,2026-07-16T22:57:54.205171+00:00,E005,Meridian Vale Savings Bank,banking,monthly_fee,4:0,4,1,standard,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ""]",gemini,gemini-3.5-flash,What is the monthly maintenance fee for the FlexPrime Savings account at Meridian Vale Savings Bank?,$15,$25,"{""answer"": ""$15"", ""confidence"": 5}",$15,5,325,13,
c740074a,2026-07-16T22:57:56.531527+00:00,E005,Meridian Vale Savings Bank,banking,monthly_fee,4:0,4,1,standard,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ""]",openrouter,deepseek/deepseek-v4-flash,What is the monthly maintenance fee for the FlexPrime Savings account at Meridian Vale Savings Bank?,$15,$25,"{""answer"": ""$15"", ""confidence"": 5}",$15,5,325,44,
c740074a,2026-07-16T22:57:56.531621+00:00,E005,Meridian Vale Savings Bank,banking,monthly_fee,3:1,4,1,standard,"[""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",gemini,gemini-3.5-flash,What is the monthly maintenance fee for the FlexPrime Savings account at Meridian Vale Savings Bank?,$15,$25,"```json
{""answer"": ""According to Documents 1, 2, and 3, the monthly maintenance fee is $15, whereas Document 4 states it is $25."", ""confidence"": 5}
```","According to Documents 1, 2, and 3, the monthly maintenance fee is $15, whereas Document 4 states it is $25.",5,325,48,
c740074a,2026-07-16T22:58:00.394593+00:00,E005,Meridian Vale Savings Bank,banking,monthly_fee,3:1,4,1,standard,"[""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",openrouter,deepseek/deepseek-v4-flash,What is the monthly maintenance fee for the FlexPrime Savings account at Meridian Vale Savings Bank?,$15,$25,"{""answer"": ""$15"", ""confidence"": 3}",$15,3,325,290,
c740074a,2026-07-16T22:58:16.309880+00:00,E005,Meridian Vale Savings Bank,banking,monthly_fee,2:2,4,1,standard,"[""MAJ"", ""MIN"", ""MAJ"", ""MIN""]",gemini,gemini-3.5-flash,What is the monthly maintenance fee for the FlexPrime Savings account at Meridian Vale Savings Bank?,$15,$25,"```json
{""answer"": ""The retrieved documents contain conflicting information, stating that the fee is either $15 or $25."", ""confidence"": 5}
```","The retrieved documents contain conflicting information, stating that the fee is either $15 or $25.",5,325,36,
c740074a,2026-07-16T22:58:20.363909+00:00,E005,Meridian Vale Savings Bank,banking,monthly_fee,2:2,4,1,standard,"[""MAJ"", ""MIN"", ""MAJ"", ""MIN""]",openrouter,deepseek/deepseek-v4-flash,What is the monthly maintenance fee for the FlexPrime Savings account at Meridian Vale Savings Bank?,$15,$25,"{""answer"": ""$15"", ""confidence"": 2}",$15,2,325,546,
c740074a,2026-07-16T22:58:29.392763+00:00,E005,Meridian Vale Savings Bank,banking,monthly_fee,4:1,5,1,standard,"[""MAJ"", ""MAJ"", ""MAJ"", ""MIN"", ""MAJ""]",gemini,gemini-3.5-flash,What is the monthly maintenance fee for the FlexPrime Savings account at Meridian Vale Savings Bank?,$15,$25,"```json
{
  ""answer"": ""According to Documents 1, 2, 3, and 5, the monthly maintenance fee is $15, while Document 4 states it is $25."",
  ""confidence"": 5
}
```","According to Documents 1, 2, 3, and 5, the monthly maintenance fee is $15, while Document 4 states it is $25.",5,374,57,
c740074a,2026-07-16T22:58:33.193755+00:00,E005,Meridian Vale Savings Bank,banking,monthly_fee,4:1,5,1,standard,"[""MAJ"", ""MAJ"", ""MAJ"", ""MIN"", ""MAJ""]",openrouter,deepseek/deepseek-v4-flash,What is the monthly maintenance fee for the FlexPrime Savings account at Meridian Vale Savings Bank?,$15,$25,"{""answer"": ""$15"", ""confidence"": 4}",$15,4,372,131,
c740074a,2026-07-16T22:58:33.193859+00:00,E005,Meridian Vale Savings Bank,banking,monthly_fee,2:1,3,1,standard,"[""MAJ"", ""MIN"", ""MAJ""]",gemini,gemini-3.5-flash,What is the monthly maintenance fee for the FlexPrime Savings account at Meridian Vale Savings Bank?,$15,$25,"```json
{
  ""answer"": ""The provided documents contain conflicting information. Document 1 and Document 3 state that the monthly maintenance fee is $15, while Document 2 states it is $25."",
  ""confidence"": 5
}
```","The provided documents contain conflicting information. Document 1 and Document 3 state that the monthly maintenance fee is $15, while Document 2 states it is $25.",5,266,57,
