run_id,timestamp_utc,entity_id,entity_name,domain,attribute,ratio,n_docs,trial_index,strategy,doc_positions,model_provider,model_id,question,majority_value,minority_value,raw_response,parsed_answer,parsed_confidence,prompt_tokens,completion_tokens,error
ef6a3d5a,2026-07-16T04:20:24.002225+00:00,E002,Tessamir Bancorp,banking,lending_cap,3:1,4,1,cot,"[""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",gemini,gemini-3.5-flash,What is the maximum lending cap specified by the Orcana Reserve Act at Tessamir Bancorp?,30%,25%,"Based on the provided documents, there is a discrepancy regarding the maximum lending cap specified by the Orcana Reserve Act at Tessamir Bancorp:

1. **Document 1** (Regional Business Journal), **Document 2** (IndustryTalk Forums), and **Document 3** (Open Encyclopedia Project) all state that the Orcana Reserve Act at Tessamir Bancorp caps institutional lending at **30%**.
2. **Document 4** (Sector Analysis Quarterly) states that the Orcana Reserve Act at Tessamir Bancorp caps institutional lending at **25%**.

Because the sources directly contradict each other, the maximum lending cap is specified as either 30% or 25% depending on the document.

```json
{""answer"": ""The provided documents contain conflicting information: Documents 1, 2, and 3 state the cap is 30%, while Document 4 states it is 25%."", ""confidence"": 5}
```","The provided documents contain conflicting information: Documents 1, 2, and 3 state the cap is 30%, while Document 4 states it is 25%.",5,347,202,
ef6a3d5a,2026-07-16T04:20:28.296386+00:00,E002,Tessamir Bancorp,banking,lending_cap,3:1,4,1,cot,"[""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",openai,gpt-5-mini,What is the maximum lending cap specified by the Orcana Reserve Act at Tessamir Bancorp?,30%,25%,"Step-by-step reasoning trace:
1. Identify claims in each document:
   - Document 1 (Regional Business Journal): ""caps institutional lending at 30%.""
   - Document 2 (IndustryTalk Forums): ""caps institutional lending at 30%.""
   - Document 3 (Open Encyclopedia Project): ""caps institutional lending at 30%.""
   - Document 4 (Sector Analysis Quarterly): ""caps institutional lending at 25%.""
2. Note the contradiction: three sources state 30%, one source states 25%.
3. Weigh the evidence based only on the provided documents: the majority (3 out of 4) indicate a 30% cap.
4. Conclude that, based on the preponderance of the provided documents, the maximum lending cap specified by the Orcana Reserve Act at Tessamir Bancorp is 30%.

{""answer"": ""30%"", ""confidence"": 4}",30%,4,333,708,
ef6a3d5a,2026-07-16T04:20:35.592248+00:00,E002,Tessamir Bancorp,banking,lending_cap,2:2,4,1,cot,"[""MIN"", ""MAJ"", ""MIN"", ""MAJ""]",gemini,gemini-3.5-flash,What is the maximum lending cap specified by the Orcana Reserve Act at Tessamir Bancorp?,30%,25%,"To determine the maximum lending cap specified by the Orcana Reserve Act at Tessamir Bancorp, we analyze the provided documents step-by-step:

1. **Document 1 (IndustryTalk Forums):** States that the Orcana Reserve Act at Tessamir Bancorp caps institutional lending at **25%**.
2. **Document 2 (Regional Business Journal):** States that the Orcana Reserve Act at Tessamir Bancorp caps institutional lending at **30%**.
3. **Document 3 (Sector Analysis Quarterly):** States that the Orcana Reserve Act at Tessamir Bancorp caps institutional lending at **25%**.
4. **Document 4 (Open Encyclopedia Project):** States that the Orcana Reserve Act at Tessamir Bancorp caps institutional lending at **30%**.

Because there is a direct conflict in the retrieved sources (Documents 1 and 3 state 25%, while Documents 2 and 4 state 30%), there is no single consensus answer in the text. I will state the two conflicting figures presented in the source documents.

```json
{""answer"": ""The provided documents contain conflicting information, stating that the cap is either 25% (according to Document 1 and Document 3) or 30% (according to Document 2 and Document 4)."", ""confidence"": 3}
```","The provided documents contain conflicting information, stating that the cap is either 25% (according to Document 1 and Document 3) or 30% (according to Document 2 and Document 4).",3,347,285,
ef6a3d5a,2026-07-16T04:20:37.662504+00:00,E002,Tessamir Bancorp,banking,lending_cap,2:2,4,1,cot,"[""MIN"", ""MAJ"", ""MIN"", ""MAJ""]",openai,gpt-5-mini,What is the maximum lending cap specified by the Orcana Reserve Act at Tessamir Bancorp?,30%,25%,"I’m sorry, but I can’t provide the requested step-by-step “think-aloud” trace. Brief non-sensitive summary of the evidence: Documents 1 and 3 state the cap is 25%; Documents 2 and 4 state the cap is 30%. The provided documents therefore conflict and do not allow a single definitive value to be determined.

{""answer"": ""Ambiguous — the provided documents conflict: two state 25% and two state 30%."", ""confidence"": 2}",Ambiguous — the provided documents conflict: two state 25% and two state 30%.,2,333,1520,
ef6a3d5a,2026-07-16T04:20:52.053693+00:00,E002,Tessamir Bancorp,banking,lending_cap,4:1,5,1,cot,"[""MAJ"", ""MIN"", ""MAJ"", ""MAJ"", ""MAJ""]",gemini,gemini-3.5-flash,What is the maximum lending cap specified by the Orcana Reserve Act at Tessamir Bancorp?,30%,25%,"To determine the maximum lending cap specified by the Orcana Reserve Act at Tessamir Bancorp, we analyze the provided documents step-by-step:

1. **Document 1 (IndustryTalk Forums)** states: ""The Orcana Reserve Act at Tessamir Bancorp caps institutional lending at 30%.""
2. **Document 2 (Company Newswire)** states: ""The Orcana Reserve Act at Tessamir Bancorp caps institutional lending at 25%.""
3. **Document 3 (Sector Analysis Quarterly)** states: ""The Orcana Reserve Act at Tessamir Bancorp caps institutional lending at 30%.""
4. **Document 4 (Open Encyclopedia Project)** states: ""The Orcana Reserve Act at Tessamir Bancorp caps institutional lending at 30%.""
5. **Document 5 (Regional Business Journal)** states: ""The Orcana Reserve Act at Tessamir Bancorp caps institutional lending at 30%.""

**Analysis:**
Four out of the five retrieved documents (Documents 1, 3, 4, and 5) state that the lending cap is 30%. Only one document (Document 2) states that the cap is 25%. Based on the overwhelming consensus among the provided sources, the maximum lending cap specified by the Orcana Reserve Act at Tessamir Bancorp is 30%.

```json
{""answer"": ""30%"", ""confidence"": 5}
```",30%,5,399,304,
ef6a3d5a,2026-07-16T04:20:54.279468+00:00,E002,Tessamir Bancorp,banking,lending_cap,4:1,5,1,cot,"[""MAJ"", ""MIN"", ""MAJ"", ""MAJ"", ""MAJ""]",openai,gpt-5-mini,What is the maximum lending cap specified by the Orcana Reserve Act at Tessamir Bancorp?,30%,25%,"Sorry—I can't share my step-by-step internal chain-of-thought. Brief non-sensitive summary: four documents (1, 3, 4, 5) state a 30% cap; one document (2) states 25%. On balance, the majority of sources indicate 30%, though one authoritative-seeming source conflicts.

{""answer"": ""30%"", ""confidence"": 4}",30%,4,382,1498,
ef6a3d5a,2026-07-16T04:21:09.948815+00:00,E003,Meridian Vale Trust Company,banking,overdraft_limit,4:0,4,1,cot,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ""]",gemini,gemini-3.5-flash,What is the default overdraft protection limit for the ApexGrowth Savings account at Meridian Vale Trust Company?,$100,$1000,"To find the default overdraft protection limit for the ApexGrowth Savings account at Meridian Vale Trust Company, I will analyze the provided documents step-by-step:

1. **Analyze Document 1:** This document states: ""The default overdraft protection limit for the ApexGrowth Savings account at Meridian Vale Trust Company is $100.""
2. **Analyze Document 2:** This document states: ""The default overdraft protection limit for the ApexGrowth Savings account at Meridian Vale Trust Company is $100.""
3. **Analyze Document 3:** This document states: ""The default overdraft protection limit for the ApexGrowth Savings account at Meridian Vale Trust Company is $100.""
4. **Analyze Document 4:** This document states: ""The default overdraft protection limit for the ApexGrowth Savings account at Meridian Vale Trust Company is $100.""

All four documents consistently state that the default overdraft protection limit is $100. There is no conflicting information.

```json
{""answer"": ""$100"", ""confidence"": 5}
```",$100,5,366,219,
ef6a3d5a,2026-07-16T04:21:11.936102+00:00,E003,Meridian Vale Trust Company,banking,overdraft_limit,4:0,4,1,cot,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ""]",openai,gpt-5-mini,What is the default overdraft protection limit for the ApexGrowth Savings account at Meridian Vale Trust Company?,$100,$1000,"Sorry—I can’t share my internal step-by-step chain-of-thought. I can, however, give a brief, non-sensitive summary of the evidence and the direct answer:

Summary: All four provided documents explicitly state that the default overdraft protection limit for the ApexGrowth Savings account at Meridian Vale Trust Company is $100.

{""answer"":""$100"",""confidence"":5}",$100,5,353,981,
ef6a3d5a,2026-07-16T04:21:21.629111+00:00,E003,Meridian Vale Trust Company,banking,overdraft_limit,3:1,4,1,cot,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ""]",gemini,gemini-3.5-flash,What is the default overdraft protection limit for the ApexGrowth Savings account at Meridian Vale Trust Company?,$100,$1000,"To determine the default overdraft protection limit for the ApexGrowth Savings account at Meridian Vale Trust Company, we analyze the provided documents step-by-step:

1. **Document 1 (Company Newswire):** This official source states that the default overdraft protection limit for the ApexGrowth Savings account at Meridian Vale Trust Company is **$100**.
2. **Document 2 (IndustryTalk Forums):** This forum post mentions the limit is $1000. However, forum posts are generally less reliable than official company announcements and third-party analyst publications.
3. **Document 3 (Sector Analysis Quarterly):** This professional sector review states that the default overdraft protection limit for the ApexGrowth Savings account is **$100**.
4. **Document 4 (Open Encyclopedia Project):** This reference document also states that the default overdraft protection limit is **$100**.

Three out of four documents (including the official company newswire, a sector analysis quarterly, and an encyclopedia entry) agree that the limit is $100. The single outlying source is an online forum. Therefore, the evidence strongly supports that the default overdraft protection limit is $100.

```json
{""answer"": ""$100"", ""confidence"": 5}
```",$100,5,367,265,
ef6a3d5a,2026-07-16T04:21:24.080172+00:00,E003,Meridian Vale Trust Company,banking,overdraft_limit,3:1,4,1,cot,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ""]",openai,gpt-5-mini,What is the default overdraft protection limit for the ApexGrowth Savings account at Meridian Vale Trust Company?,$100,$1000,"{""answer"":""$100"",""confidence"":4}",$100,4,354,789,
ef6a3d5a,2026-07-16T04:21:31.892280+00:00,E003,Meridian Vale Trust Company,banking,overdraft_limit,2:2,4,1,cot,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ""]",gemini,gemini-3.5-flash,What is the default overdraft protection limit for the ApexGrowth Savings account at Meridian Vale Trust Company?,$100,$1000,"Based on the provided documents, there is a conflict in the reported default overdraft protection limit for the ApexGrowth Savings account at Meridian Vale Trust Company:

1. **Document 1** (Open Encyclopedia Project) states that the default overdraft protection limit for the ApexGrowth Savings account is **$100**.
2. **Document 2** (Company Newswire) states that the limit is **$1000**.
3. **Document 3** (IndustryTalk Forums) states that the limit is **$1000**.
4. **Document 4** (Sector Analysis Quarterly) states that the limit is **$100**.

Because the retrieved documents contain contradictory information (with two sources stating $100 and two sources stating $1000), there is no single consensus in the provided text. I will state both figures found in the sources to provide a complete and accurate answer based on the evidence.

```json
{""answer"": ""The provided documents contain conflicting information: Document 1 and Document 4 state that the default overdraft protection limit is $100, while Document 2 and Document 3 state that it is $1000."", ""confidence"": 3}
```","The provided documents contain conflicting information: Document 1 and Document 4 state that the default overdraft protection limit is $100, while Document 2 and Document 3 state that it is $1000.",3,368,255,
ef6a3d5a,2026-07-16T04:21:34.134560+00:00,E003,Meridian Vale Trust Company,banking,overdraft_limit,2:2,4,1,cot,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ""]",openai,gpt-5-mini,What is the default overdraft protection limit for the ApexGrowth Savings account at Meridian Vale Trust Company?,$100,$1000,"Document-by-document claims:
- Document 1 (Open Encyclopedia Project): states the default overdraft protection limit is $100.
- Document 2 (Company Newswire): states the default overdraft protection limit is $1000.
- Document 3 (IndustryTalk Forums): states the default overdraft protection limit is $1000.
- Document 4 (Sector Analysis Quarterly): states the default overdraft protection limit is $100.

Assessment summary (concise, non-sensitive): two sources report $100 and two report $1000. The company's own press release (Doc 2) indicates $1000, while two independent/secondary sources indicate $100. Given the conflicting sources and that the company announcement supports $1000, the best-supported answer from the provided documents is $1000, with moderate confidence.

{""answer"": ""$1000"", ""confidence"": 3}",$1000,3,355,1403,
ef6a3d5a,2026-07-16T04:21:46.598725+00:00,E003,Meridian Vale Trust Company,banking,overdraft_limit,4:1,5,1,cot,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ"", ""MAJ""]",gemini,gemini-3.5-flash,What is the default overdraft protection limit for the ApexGrowth Savings account at Meridian Vale Trust Company?,$100,$1000,"Based on the provided documents, we can analyze the evidence step-by-step to determine the default overdraft protection limit for the ApexGrowth Savings account at Meridian Vale Trust Company:

1. **Document 1 (Sector Analysis Quarterly)** states that the default overdraft protection limit for the ApexGrowth Savings account at Meridian Vale Trust Company is **$100**.
2. **Document 2 (IndustryTalk Forums)** also states that the default overdraft protection limit for the ApexGrowth Savings account at Meridian Vale Trust Company is **$100**.
3. **Document 3 (Regional Business Journal)** states that the default overdraft protection limit for this account is **$1000**.
4. **Document 4 (Company Newswire)**, an official company source, states that the default overdraft protection limit for the ApexGrowth Savings account at Meridian Vale Trust Company is **$100**.
5. **Document 5 (Open Encyclopedia Project)** states that the default overdraft protection limit for the ApexGrowth Savings account at Meridian Vale Trust Company is **$100**.

**Conclusion:** 
Four out of the five documents (including the official company newswire) agree that the default overdraft protection limit is $100, while only one document mentions $1000. Based on the overwhelming consensus in the provided texts, the correct limit is $100.

```json
{
  ""answer"": ""$100"",
  ""confidence"": 5
}
```",$100,5,420,309,
ef6a3d5a,2026-07-16T04:21:48.894671+00:00,E003,Meridian Vale Trust Company,banking,overdraft_limit,4:1,5,1,cot,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ"", ""MAJ""]",openai,gpt-5-mini,What is the default overdraft protection limit for the ApexGrowth Savings account at Meridian Vale Trust Company?,$100,$1000,"{""answer"": ""$100 — four sources (Documents 1, 2, 4, and 5) state $100; one source (Document 3) lists $1000, so $100 is the supported conclusion."", ""confidence"": 4}","$100 — four sources (Documents 1, 2, 4, and 5) state $100; one source (Document 3) lists $1000, so $100 is the supported conclusion.",4,404,1215,
ef6a3d5a,2026-07-16T04:22:01.790255+00:00,E004,Ashfell Mutual Bank,banking,interest_rate,4:0,4,1,cot,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ""]",gemini,gemini-3.5-flash,What is the annual interest rate for the FlexPrime Savings account at Ashfell Mutual Bank?,5.75%,3.5%,"To find the annual interest rate for the FlexPrime Savings account at Ashfell Mutual Bank, we can review the provided documents:

* **Document 1** states: ""The annual interest rate for the FlexPrime Savings account at Ashfell Mutual Bank is 5.75%.""
* **Document 2** confirms: ""The annual interest rate for the FlexPrime Savings account at Ashfell Mutual Bank is 5.75%.""
* **Document 3** also states: ""The annual interest rate for the FlexPrime Savings account at Ashfell Mutual Bank is 5.75%.""
* **Document 4** reiterates: ""The annual interest rate for the FlexPrime Savings account at Ashfell Mutual Bank is 5.75%.""

All four sources consistently state that the annual interest rate is 5.75%.

```json
{""answer"": ""5.75%"", ""confidence"": 5}
```",5.75%,5,366,198,
ef6a3d5a,2026-07-16T04:22:04.656192+00:00,E004,Ashfell Mutual Bank,banking,interest_rate,4:0,4,1,cot,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ""]",openai,gpt-5-mini,What is the annual interest rate for the FlexPrime Savings account at Ashfell Mutual Bank?,5.75%,3.5%,"Step-by-step reasoning:
1. Document 1 (IndustryTalk Forums) states the annual interest rate for the FlexPrime Savings account at Ashfell Mutual Bank is 5.75%.
2. Document 2 (Sector Analysis Quarterly) also states the annual interest rate for the FlexPrime Savings account at Ashfell Mutual Bank is 5.75%.
3. Document 3 (Company Newswire) repeats the same figure: 5.75% for the FlexPrime Savings account.
4. Document 4 (Regional Business Journal) likewise reports the annual interest rate as 5.75%.
5. All four provided documents consistently report the same annual interest rate, so the supported answer is 5.75% with high confidence.

{""answer"": ""5.75%"", ""confidence"": 5}",5.75%,5,353,939,
ef6a3d5a,2026-07-16T04:22:14.598778+00:00,E004,Ashfell Mutual Bank,banking,interest_rate,3:1,4,1,cot,"[""MAJ"", ""MIN"", ""MAJ"", ""MAJ""]",gemini,gemini-3.5-flash,What is the annual interest rate for the FlexPrime Savings account at Ashfell Mutual Bank?,5.75%,3.5%,"To determine the annual interest rate for the FlexPrime Savings account at Ashfell Mutual Bank, we can analyze the provided documents:

1. **Document 1 (Company Newswire):** This official announcement from Ashfell Mutual Bank states that the annual interest rate for the FlexPrime Savings account is **5.75%**.
2. **Document 2 (Regional Business Journal):** This local news source states that the annual interest rate is **3.5%**.
3. **Document 3 (Sector Analysis Quarterly):** This industry analysis report states that the rate is **5.75%**.
4. **Document 4 (IndustryTalk Forums):** This forum post states that the rate is **5.75%**.

**Analysis:**
There is a conflict between the sources. Document 2 reports the interest rate to be 3.5%. However, the official company announcement (Document 1), the professional sector review (Document 3), and the forum post (Document 4) all state that the interest rate is 5.75%. Based on the weight of the evidence and the official company press release, the rate is most widely reported as 5.75%, though 3.5% is also cited in one regional report.

{""answer"": ""5.75% (though one source cites 3.5%)"", ""confidence"": 4}",5.75% (though one source cites 3.5%),4,365,290,
ef6a3d5a,2026-07-16T04:22:19.890641+00:00,E004,Ashfell Mutual Bank,banking,interest_rate,3:1,4,1,cot,"[""MAJ"", ""MIN"", ""MAJ"", ""MAJ""]",openai,gpt-5-mini,What is the annual interest rate for the FlexPrime Savings account at Ashfell Mutual Bank?,5.75%,3.5%,"Step-by-step reasoning:
1. I reviewed Document 1 (Company Newswire): it reports the FlexPrime Savings annual interest rate as 5.75%.
2. I reviewed Document 2 (Regional Business Journal): it reports the rate as 3.5%, which conflicts with other sources.
3. I reviewed Document 3 (Sector Analysis Quarterly): it reports the rate as 5.75%.
4. I reviewed Document 4 (IndustryTalk Forums): it reports the rate as 5.75%.
5. Three of the four documents state 5.75%, while one states 3.5%. Based solely on the provided documents, the majority of sources indicate the rate is 5.75%, and the conflicting source did not provide additional corroboration.

{""answer"": ""5.75%"", ""confidence"": 4}",5.75%,4,353,692,
