run_id,protocol_version,dataset_sha256,run_seed,layout_index,timestamp_utc,entity_id,entity_name,domain,attribute,ratio,n_docs,call_phase,trial_index,attempt_index,attempt_status,trial_record,strategy,prompt_hash,doc_positions,confidence_condition,distribution_request_assigned,inline_confidence_requested,model_slot,model_provider,model_id,returned_model_id,question,majority_value,minority_value,claim_a_value,claim_b_value,claim_a_side,claim_b_side,response_category,mentions_conflict,abstained,raw_response,parsed_answer,p_claim_a,p_claim_b,p_indeterminate,p_sources_conflict,p_majority,p_minority,confidence_best_resolution,confidence_scale,format_error,prompt_tokens,completion_tokens,reasoning_tokens,error
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T22:06:53.466153+00:00,E001,Corvane Savings Bank,banking,monthly_fee,4:0,4,posthoc,,1,accepted,1,standard,ba879fdef789754600899aa520f28d367d97d0014db20275028965caa1b4f467,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ""]",unanimous_answer_only_plus_posthoc,0,0,claude,openrouter,anthropic/claude-haiku-4.5,anthropic/claude-haiku-4.5,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,,,,,,,,"```json
{""confidence_best_resolution"": 99}
```",,,,,,,,99,0-100_best_resolution,,430,359,351,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T22:06:55.836809+00:00,E001,Corvane Savings Bank,banking,monthly_fee,3:1,4,primary,1,1,accepted,1,standard,3828d080a4fc55c5ed687d9c6a4c98be1ddd1ab4a010b7a5a564ed7fe65202d8,"[""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",matched_answer_only_plus_posthoc_control,0,0,gemini,gemini,gemini-3.5-flash,gemini-3.5-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$35,$25,MIN,MAJ,MAJ,0,0,"{""answer"": ""$25""}",$25,,,,,,,,,,341,253,246,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T22:07:04.725482+00:00,E001,Corvane Savings Bank,banking,monthly_fee,3:1,4,primary,2,1,accepted,1,standard,3828d080a4fc55c5ed687d9c6a4c98be1ddd1ab4a010b7a5a564ed7fe65202d8,"[""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",matched_answer_only_plus_posthoc_control,0,0,gemini,gemini,gemini-3.5-flash,gemini-3.5-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$35,$25,MIN,MAJ,MAJ,0,0,"{""answer"": ""$25""}",$25,,,,,,,,,,341,360,353,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T22:07:07.880890+00:00,E001,Corvane Savings Bank,banking,monthly_fee,3:1,4,primary,3,1,accepted,1,standard,3828d080a4fc55c5ed687d9c6a4c98be1ddd1ab4a010b7a5a564ed7fe65202d8,"[""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",matched_answer_only_plus_posthoc_control,0,0,gemini,gemini,gemini-3.5-flash,gemini-3.5-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$35,$25,MIN,MAJ,MAJ,0,0,"{""answer"": ""$25""}",$25,,,,,,,,,,341,310,303,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T22:07:10.187846+00:00,E001,Corvane Savings Bank,banking,monthly_fee,3:1,4,posthoc,,1,accepted,1,standard,95cc4041354bbceb207b81477499b9918273a592d2630d5c8c79679ffcb1c29f,"[""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",matched_answer_only_plus_posthoc_control,0,0,gemini,gemini,gemini-3.5-flash,gemini-3.5-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$35,$25,MIN,MAJ,,,,"```json
{""confidence_best_resolution"": 100}
```",,,,,,,,100,0-100_best_resolution,,353,233,216,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T22:07:01.735565+00:00,E001,Corvane Savings Bank,banking,monthly_fee,3:1,4,primary,1,1,accepted,1,standard,3828d080a4fc55c5ed687d9c6a4c98be1ddd1ab4a010b7a5a564ed7fe65202d8,"[""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",matched_answer_only_plus_posthoc_control,0,0,deepseek,openrouter,deepseek/deepseek-v4-flash,deepseek/deepseek-v4-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$35,$25,MIN,MAJ,MAJ,0,0,"{""answer"": ""$25""}",$25,,,,,,,,,,417,324,318,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T22:07:05.306415+00:00,E001,Corvane Savings Bank,banking,monthly_fee,3:1,4,primary,2,1,accepted,1,standard,3828d080a4fc55c5ed687d9c6a4c98be1ddd1ab4a010b7a5a564ed7fe65202d8,"[""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",matched_answer_only_plus_posthoc_control,0,0,deepseek,openrouter,deepseek/deepseek-v4-flash,deepseek/deepseek-v4-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$35,$25,MIN,MAJ,MAJ,0,0,"{""answer"": ""$25""}",$25,,,,,,,,,,338,96,91,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T22:07:07.881072+00:00,E001,Corvane Savings Bank,banking,monthly_fee,3:1,4,primary,3,1,accepted,1,standard,3828d080a4fc55c5ed687d9c6a4c98be1ddd1ab4a010b7a5a564ed7fe65202d8,"[""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",matched_answer_only_plus_posthoc_control,0,0,deepseek,openrouter,deepseek/deepseek-v4-flash,deepseek/deepseek-v4-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$35,$25,MIN,MAJ,MAJ,0,0,"{""answer"": ""$25""}",$25,,,,,,,,,,338,59,51,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T22:07:13.590174+00:00,E001,Corvane Savings Bank,banking,monthly_fee,3:1,4,posthoc,,1,accepted,1,standard,95cc4041354bbceb207b81477499b9918273a592d2630d5c8c79679ffcb1c29f,"[""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",matched_answer_only_plus_posthoc_control,0,0,deepseek,openrouter,deepseek/deepseek-v4-flash,deepseek/deepseek-v4-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$35,$25,MIN,MAJ,,,,"{""confidence_best_resolution"": 100}",,,,,,,,100,0-100_best_resolution,,353,254,274,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T22:07:01.735745+00:00,E001,Corvane Savings Bank,banking,monthly_fee,3:1,4,primary,1,1,accepted,1,standard,3828d080a4fc55c5ed687d9c6a4c98be1ddd1ab4a010b7a5a564ed7fe65202d8,"[""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",matched_answer_only_plus_posthoc_control,0,0,claude,openrouter,anthropic/claude-haiku-4.5,anthropic/claude-haiku-4.5,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$35,$25,MIN,MAJ,MAJ,0,0,"```json
{""answer"": ""$25""}
```",$25,,,,,,,,,,418,262,260,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T22:07:05.306612+00:00,E001,Corvane Savings Bank,banking,monthly_fee,3:1,4,primary,2,1,accepted,1,standard,3828d080a4fc55c5ed687d9c6a4c98be1ddd1ab4a010b7a5a564ed7fe65202d8,"[""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",matched_answer_only_plus_posthoc_control,0,0,claude,openrouter,anthropic/claude-haiku-4.5,anthropic/claude-haiku-4.5,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$35,$25,MIN,MAJ,MAJ,0,0,"```json
{""answer"": ""$25""}
```",$25,,,,,,,,,,418,255,250,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T22:07:07.881189+00:00,E001,Corvane Savings Bank,banking,monthly_fee,3:1,4,primary,3,1,accepted,1,standard,3828d080a4fc55c5ed687d9c6a4c98be1ddd1ab4a010b7a5a564ed7fe65202d8,"[""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",matched_answer_only_plus_posthoc_control,0,0,claude,openrouter,anthropic/claude-haiku-4.5,anthropic/claude-haiku-4.5,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$35,$25,MIN,MAJ,MAJ,0,0,"```json
{""answer"": ""$25""}
```",$25,,,,,,,,,,418,236,243,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T22:07:13.590373+00:00,E001,Corvane Savings Bank,banking,monthly_fee,3:1,4,posthoc,,1,accepted,1,standard,95cc4041354bbceb207b81477499b9918273a592d2630d5c8c79679ffcb1c29f,"[""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",matched_answer_only_plus_posthoc_control,0,0,claude,openrouter,anthropic/claude-haiku-4.5,anthropic/claude-haiku-4.5,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$35,$25,MIN,MAJ,,,,"```json
{""confidence_best_resolution"": 85}
```",,,,,,,,85,0-100_best_resolution,,430,436,421,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T22:07:19.389137+00:00,E001,Corvane Savings Bank,banking,monthly_fee,2:2,4,primary,1,1,accepted,1,standard,d97a2c59e3b4c08976f85380bf87199f6b12c0af901b0289267bf068b48a4ad0,"[""MIN"", ""MIN"", ""MAJ"", ""MAJ""]",matched_answer_only_plus_posthoc_control,0,0,gemini,gemini,gemini-3.5-flash,gemini-3.5-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$25,$35,MAJ,MIN,COM,0,0,"{""answer"": ""$25 or $35""}",$25 or $35,,,,,,,,,,341,787,776,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T22:07:37.341420+00:00,E001,Corvane Savings Bank,banking,monthly_fee,2:2,4,primary,2,1,accepted,1,standard,d97a2c59e3b4c08976f85380bf87199f6b12c0af901b0289267bf068b48a4ad0,"[""MIN"", ""MIN"", ""MAJ"", ""MAJ""]",matched_answer_only_plus_posthoc_control,0,0,gemini,gemini,gemini-3.5-flash,gemini-3.5-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$25,$35,MAJ,MIN,COM,0,0,"{""answer"": ""$25 or $35""}",$25 or $35,,,,,,,,,,341,869,858,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T22:07:50.424863+00:00,E001,Corvane Savings Bank,banking,monthly_fee,2:2,4,primary,3,1,accepted,1,standard,d97a2c59e3b4c08976f85380bf87199f6b12c0af901b0289267bf068b48a4ad0,"[""MIN"", ""MIN"", ""MAJ"", ""MAJ""]",matched_answer_only_plus_posthoc_control,0,0,gemini,gemini,gemini-3.5-flash,gemini-3.5-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$25,$35,MAJ,MIN,COM,0,0,"{""answer"": ""$25 or $35""}",$25 or $35,,,,,,,,,,341,644,633,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T22:07:57.956047+00:00,E001,Corvane Savings Bank,banking,monthly_fee,2:2,4,posthoc,,1,accepted,1,standard,7f9c88a05a93333b9765fece1ea153c55716053b3cb231c9186b2e75ed10014d,"[""MIN"", ""MIN"", ""MAJ"", ""MAJ""]",matched_answer_only_plus_posthoc_control,0,0,gemini,gemini,gemini-3.5-flash,gemini-3.5-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$25,$35,MAJ,MIN,,,,"```json
{""confidence_best_resolution"": 100}
```",,,,,,,,100,0-100_best_resolution,,357,240,223,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T22:07:30.866772+00:00,E001,Corvane Savings Bank,banking,monthly_fee,2:2,4,primary,1,1,accepted,1,standard,d97a2c59e3b4c08976f85380bf87199f6b12c0af901b0289267bf068b48a4ad0,"[""MIN"", ""MIN"", ""MAJ"", ""MAJ""]",matched_answer_only_plus_posthoc_control,0,0,deepseek,openrouter,deepseek/deepseek-v4-flash,deepseek/deepseek-v4-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$25,$35,MAJ,MIN,MAJ,0,0,"{""answer"": ""25""}",25,,,,,,,,,,338,1702,1694,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T22:07:45.720516+00:00,E001,Corvane Savings Bank,banking,monthly_fee,2:2,4,primary,2,1,accepted,1,standard,d97a2c59e3b4c08976f85380bf87199f6b12c0af901b0289267bf068b48a4ad0,"[""MIN"", ""MIN"", ""MAJ"", ""MAJ""]",matched_answer_only_plus_posthoc_control,0,0,deepseek,openrouter,deepseek/deepseek-v4-flash,deepseek/deepseek-v4-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$25,$35,MAJ,MIN,MAJ,0,0,"{""answer"": ""$25""}",$25,,,,,,,,,,338,651,736,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T22:07:55.590677+00:00,E001,Corvane Savings Bank,banking,monthly_fee,2:2,4,primary,3,1,accepted,1,standard,d97a2c59e3b4c08976f85380bf87199f6b12c0af901b0289267bf068b48a4ad0,"[""MIN"", ""MIN"", ""MAJ"", ""MAJ""]",matched_answer_only_plus_posthoc_control,0,0,deepseek,openrouter,deepseek/deepseek-v4-flash,deepseek/deepseek-v4-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$25,$35,MAJ,MIN,MAJ,0,0,"{""answer"": ""$25""}",$25,,,,,,,,,,338,1052,1044,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T22:07:59.772092+00:00,E001,Corvane Savings Bank,banking,monthly_fee,2:2,4,posthoc,,1,accepted,1,standard,cc22c99efb60d6b6f5ce5ec0da736d3c8f886e724308218fb16ba9e58d00d0f8,"[""MIN"", ""MIN"", ""MAJ"", ""MAJ""]",matched_answer_only_plus_posthoc_control,0,0,deepseek,openrouter,deepseek/deepseek-v4-flash,deepseek/deepseek-v4-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$25,$35,MAJ,MIN,,,,"{""confidence_best_resolution"": 30}",,,,,,,,30,0-100_best_resolution,,352,384,372,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T22:07:30.866940+00:00,E001,Corvane Savings Bank,banking,monthly_fee,2:2,4,primary,1,1,accepted,1,standard,d97a2c59e3b4c08976f85380bf87199f6b12c0af901b0289267bf068b48a4ad0,"[""MIN"", ""MIN"", ""MAJ"", ""MAJ""]",matched_answer_only_plus_posthoc_control,0,0,claude,openrouter,anthropic/claude-haiku-4.5,anthropic/claude-haiku-4.5,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$25,$35,MAJ,MIN,MAJ,0,0,"```json
{""answer"": ""$25""}
```",$25,,,,,,,,,,418,559,593,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T22:07:45.720720+00:00,E001,Corvane Savings Bank,banking,monthly_fee,2:2,4,primary,2,1,accepted,1,standard,d97a2c59e3b4c08976f85380bf87199f6b12c0af901b0289267bf068b48a4ad0,"[""MIN"", ""MIN"", ""MAJ"", ""MAJ""]",matched_answer_only_plus_posthoc_control,0,0,claude,openrouter,anthropic/claude-haiku-4.5,anthropic/claude-haiku-4.5,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$25,$35,MAJ,MIN,MAJ,0,0,"```json
{""answer"": ""$25""}
```",$25,,,,,,,,,,418,560,574,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T22:07:55.590855+00:00,E001,Corvane Savings Bank,banking,monthly_fee,2:2,4,primary,3,1,accepted,1,standard,d97a2c59e3b4c08976f85380bf87199f6b12c0af901b0289267bf068b48a4ad0,"[""MIN"", ""MIN"", ""MAJ"", ""MAJ""]",matched_answer_only_plus_posthoc_control,0,0,claude,openrouter,anthropic/claude-haiku-4.5,anthropic/claude-haiku-4.5,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,$25,$35,MAJ,MIN,MAJ,0,0,"```json
{""answer"": ""$25""}
```",$25,,,,,,,,,,418,538,552,
